['Username'],['Date'],['Rating'],['Reviews']
['Shae Watson'],"['August 3, 2019']",['Rated 5 stars out of five stars'],"[""Such a great mental health monitor. I've been meaning to log my mental health in this is a great app to do so.""]"
['Ella engelbrecht'],"['August 13, 2019']",['Rated 5 stars out of five stars'],"[""Very helpful, helps me to understand myself and calm down when I'm anxious""]"
['Cecilia Tapia'],"['June 28, 2019']",['Rated 2 stars out of five stars'],['Its nice but you cant say what you want to say. they just give yoy a few choices of things to say. if somebody was suicidal they would die. when a person needs to talk they want to say what they need to say. its a nice thought though.']
['Justine Smith'],"['July 17, 2019']",['Rated 5 stars out of five stars'],"['This app is wonderful and really helps to set goals, to relax, to be more aware.']"
['Issac Tom'],"['August 16, 2019']",['Rated 5 stars out of five stars'],['This is really a good app it helps me a lot on finishing a lot of problems']
['Matilda Mati'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"['Great app.first time i try it and is making me feel good.never expected all these,also for free.thnx a lot!']"
['RickC-137'],"['September 1, 2019']",['Rated 4 stars out of five stars'],"['I know i am sacrificing my personal data here but, this app is godsend! Would recommend specially to sensitive people.']"
['Laura Ermis'],"['September 4, 2019']",['Rated 5 stars out of five stars'],['Bery helpful and easy to use.']
['Stormy Baxter'],"['June 28, 2019']",['Rated 5 stars out of five stars'],['this app keeping me in check and its really cool to see my moods over a period of time go up and down. keeps me aware.']
['Manuel Jesus Tenorio Silva'],"['July 18, 2019']",['Rated 5 stars out of five stars'],['I really feel the it helps me when I am sad or happy. it is like talk with a good friend. I recommend so much.']
['Jessica b'],"['August 6, 2019']",['Rated 4 stars out of five stars'],"['this is a great app walking you through how to deal with moods or feelings.but unfortunately its a sign up for 9,99$ type thing.']"
['Salomae McLaughlin'],"['August 29, 2019']",['Rated 5 stars out of five stars'],['This is exactly what I needed. I truly felt better within the first few mins of using this ap!!']
['mie yam'],"['July 4, 2019']",['Rated 5 stars out of five stars'],"['I like youper so muchh, so great app... For know ur personality and make sure u are good in mental health everyday. U can feel better when u can know who and how u are. Awesome app. 😇']"
['allie bailey'],"['August 3, 2019']",['Rated 5 stars out of five stars'],['a very in depth analysis of yourself and your personality. I love this app and would recommend it to everyone']
['Crappy Artist -3-'],"['August 4, 2019']",['Rated 4 stars out of five stars'],"[""It's actually pretty helpful! But after a while... you do want to speak to an actual human being and not just a robot.""]"
['Miranda Brown'],"['August 19, 2019']",['Rated 5 stars out of five stars'],['This app came to me when I was in a very dark space and has really helped me keep myself together as well as heal from some experiences.']
['Rosario BUe'],"['August 17, 2019']",['Rated 5 stars out of five stars'],"[""i don't normally leave reviews, but i glad to share my appreciation on this app. Well done!""]"
['Lara Teixeira'],"['September 5, 2019']",['Rated 5 stars out of five stars'],"['I have anxiety and depression, this helps a lot. Recommend 💯']"
['Johan Vlassak'],"['August 31, 2019']",['Rated 5 stars out of five stars'],"['Might not be for everyone, but it certainly helped me catalog and manage my thoughts']"
['Lydia Lindsay'],"['July 30, 2019']",['Rated 5 stars out of five stars'],['no ads. no fees. highly functional. this app deserves 5 stars.']
['Nicholas Pratt'],"['July 20, 2019']",['Rated 5 stars out of five stars'],['Fun and interesting to use. Great meditation exercises.']
['Alison Liew'],"['August 17, 2019']",['Rated 4 stars out of five stars'],['Easy to use. Hope to see more interactiveness in the chatbot conversations']
['Rkayees Kirmani'],"['July 28, 2019']",['Rated 5 stars out of five stars'],['Awesome experience with this app ...loved to use it as an experience ...Also have great counsellors .']
['Gianna Costa'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"[""very easy and helpful! I feel I'm really going to enjoy this app and that its really going to help me with my inner struggles.""]"
['Bethany Desalegne'],"['July 2, 2019']",['Rated 5 stars out of five stars'],['Helps a lot with my social/speech anxiety and helps me feel calm. 100% recommend']
['Corrine Larson'],"['July 9, 2019']",['Rated 5 stars out of five stars'],"[""The app is good at calming me down a good bit when I'm stressed out.""]"
['shafagh 2001'],"['August 1, 2019']",['Rated 4 stars out of five stars'],['the app is really easy to use and it feels comfortable to speak with the assistant']
['Sarah Bracken'],"['August 14, 2019']",['Rated 5 stars out of five stars'],"['I love this app! It helps me keep my emotions in check, as well as learn more about myself.']"
['Grazl Kaye Silla'],"['July 17, 2019']",['Rated 5 stars out of five stars'],"[""I love this app. I think I've known myself better as I answer it's questions. Thank you for making such muahh Godbless!😊😊""]"
['Tikhon Danchenko'],"['September 2, 2019']",['Rated 5 stars out of five stars'],"['Amazing app. Kind of like Daylio, but Yuper feels like a real friend. Highly recommended to try!']"
['Aubri Pope'],"['July 9, 2019']",['Rated 5 stars out of five stars'],"['Great app, well designed, and not condescending or silly.']"
['Matthew Houff'],"['August 16, 2019']",['Rated 5 stars out of five stars'],['This app will help you understand yourself and your patterns. Which is the first step to change!']
['Holly Walker'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"['This app is great. helps me not only track my moods, but identify triggers and thinking traps, and walks me through difficult moments. ♥️♥️']"
['Jeremy Gibson'],"['July 5, 2019']",['Rated 5 stars out of five stars'],['Nice app to help you understand and process your feelings and accumulate a greater perspective of contributing factors.']
['Alfonso Sánchez'],"['July 29, 2019']",['Rated 5 stars out of five stars'],"['very relaxing and very interesting, try it out... is like having a very peaceful friend']"
['Heather Rae'],"['August 2, 2019']",['Rated 5 stars out of five stars'],"[""Amazing app.... I feel like I'm dealing with professionally trained life coach. FREE? Crazy""]"
['rajpal sinh'],"['August 6, 2019']",['Rated 5 stars out of five stars'],"['this is very cool app, if you are suffering to loneliness in life than this app is boon for you...and also useful to making a routine in life']"
['Calvin Campbell'],"['August 16, 2019']",['Rated 5 stars out of five stars'],['An absolutely amazing self-help app. I wish there was a better way to support it financially.']
['charlotte anselmo'],"['July 9, 2019']",['Rated 2 stars out of five stars'],"['yes you can use this offline and no you dont need the internet to start it up .. no it is not a real person and l do say try it cause it may help you, but realise it may only be for a few hours but if you stick it out the meditation is very calming BUT then when you are all happy and think you have found a friend for life it is ripped away from you with taunting pages of your progress and asking you to subscribe- no backsies no do-overs, just memories like a favorite song you never hear again']"
['Felicity B'],"['August 15, 2019']",['Rated 3 stars out of five stars'],['hate the new update. You took away several factors that I was using to track mental health. now my insights are not as useful. also background color is bad please change back to white.']
['Angela Sizemore'],"['August 24, 2019']",['Rated 5 stars out of five stars'],['Love this app great interactive tool. Use it daily!! Love it.']
['Ashley Martinez'],"['September 13, 2019']",['Rated 5 stars out of five stars'],"[""It really helps relax me when I'm anxious""]"
['Bronwyn Hill'],"['July 26, 2019']",['Rated 5 stars out of five stars'],"['brilliant App, love the interaction and suggested meditation etc. would recommend.']"
['shameka Kimbrough'],"['July 12, 2019']",['Rated 5 stars out of five stars'],['Love it easy to use and patient with the process of the person']
['Jillian Sanchez'],"['August 6, 2019']",['Rated 4 stars out of five stars'],"['this is a great app, and helps md so much whenever im stressed or anxious.']"
['Mona Smileyshoegirl'],"['August 19, 2019']",['Rated 5 stars out of five stars'],['Easy to use and very intuitive. I believe that this app will be helpful to me.']
['Drewberry Intal'],"['August 19, 2019']",['Rated 2 stars out of five stars'],['The older version has more choices of factors. Please bring it back.']
['Breanna Bunworth'],"['August 25, 2019']",['Rated 5 stars out of five stars'],['Love the extra little personality tests and screening/ info about mental health']
['Cheyenne Needy'],"['June 26, 2019']",['Rated 4 stars out of five stars'],"['I really enjoy this app, but when it asks ""what are you feeling"" I noticed it doesnt say ""hurt"" or ""betrayed"" I would love for those to be added']"
['Aymia H'],"['June 28, 2019']",['Rated 1 stars out of five stars'],"['All this app does is say ""I COULD help you but you haven\'t paid for it so...."" Maybe just make a paid app instead of a free one with a paywall that keeps reminding you you\'re too broke to afford real help. Way to prey on people who need the help.']"
['Mary Bell'],"['August 1, 2019']",['Rated 5 stars out of five stars'],"[""I love this app it's amazing and i literally only had it for like maybe 6 hours. Definitely worth it!""]"
['Teacher Zita'],"['August 27, 2019']",['Rated 5 stars out of five stars'],['This app is incredible! I just downloaded it a few hours ago. Already my mood has improved!']
['Gabby Liz'],"['July 2, 2019']",['Rated 5 stars out of five stars'],['This app really helped me with my anxiety and stress I feel so much better!!!!']
['Shivani Agarwal'],"['July 16, 2019']",['Rated 5 stars out of five stars'],['thanks for developing this app. this just amazing I can track my emotions and it feels as if someone is there to hear me out. it really feels good. i love this app ❤']
['Lacey Andrews'],"['August 9, 2019']",['Rated 5 stars out of five stars'],['I am very interested in seeing how this works for me. I need something to help me see where I can improve and how and I think this app will end up being a very valuable tool in my life! I will update with further use of app!']
['LUNA ECLIPZ'],"['August 21, 2019']",['Rated 5 stars out of five stars'],['this app really helps u discover things about yourself including things that u dodnt notice there before and helps in emotional and mental health aspects.']
['ashley straub'],"['September 13, 2019']",['Rated 5 stars out of five stars'],"[""Really helps your mind , body and heart get the relief it needs even if you don't know what's wrong, the program helps with that exactly so you two can identify and move on together being better equipped for the next time if there is one.""]"
['Elizabeth Lisenby'],"['June 29, 2019']",['Rated 5 stars out of five stars'],"[""best thing so far! meditation is fun helps me alot when I'm stress or even tired. best app I downloaded and it really helping with my depression""]"
['Nicholas Holland'],"['July 15, 2019']",['Rated 5 stars out of five stars'],['very unique and super easy way to practice mindfulness / gratitude']
['Kimvamp'],"['August 19, 2019']",['Rated 5 stars out of five stars'],"['I enjoy this app,but now the color on the converaations to go with the mood are gone.Im goung to miss having that']"
['Lynne Madison'],"['July 20, 2019']",['Rated 5 stars out of five stars'],['I was quite surprised that Youper has improved my life as well as it has! I learned about Youper as well as Woebot from Cosmopolitan magazine. Youper challenges me to rewrite my negative distorted thoughts and feelings. it offers effective techniques like mindfullness meditation and gratitude journaling. it also keeps track of your moods throughout the week..so you can see a pattern of when you feel low/high etc . I reccomend it to anyone who just needs a little therapy but cant afford it.']
['Leshay Plaatjies'],"['July 16, 2019']",['Rated 5 stars out of five stars'],"[""it's such a brilliant experience to be one of the few people using youper it's like having your very only close phone friend its amazing""]"
['Rizka Salsabila Lihawa'],"['July 30, 2019']",['Rated 5 stars out of five stars'],"[""there's many ways to control your emotions, and this app can help you to manage your emotional health""]"
['Andrea Stull'],"['August 10, 2019']",['Rated 5 stars out of five stars'],"[""The practial applications and interactive aspects feel as though I'm reserving therapy without having to leave my home and spend a bunch of money to get better and improve my mental state.""]"
['Asia Kountria'],"['August 18, 2019']",['Rated 5 stars out of five stars'],['AI at its best Really interesting to dedicate some time on the app and to yourself!']
['Elisa Carter'],"['July 13, 2019']",['Rated 5 stars out of five stars'],['Very helpful with tracking moods and identifying triggers']
['Gemycah Johnson'],"['July 28, 2019']",['Rated 5 stars out of five stars'],"['This app presents individuals with mindfulness, gratitude, and self-awareness. I recommend for self care in your free time!']"
['Vale'],"['August 1, 2019']",['Rated 5 stars out of five stars'],"[""this app is really amazing, I feel like I'm really talking with a therapist, it's so incredible, it gives me everything I need, you wouldn't believe it's free""]"
['Minita Cheshire'],"['August 7, 2019']",['Rated 5 stars out of five stars'],['it may be a machine talking to you but it does help you find a way out of your negative thoughts and whatever is getting in the way of good things coming. I highly recommend that you give this app a try.']
['Michele L'],"['August 16, 2019']",['Rated 4 stars out of five stars'],['helpful app. Nice being able to keep track of my daily emotions to learn more about my pen personal triggers. Id recommend this app']
['Brandi Renee'],"['July 7, 2019']",['Rated 1 stars out of five stars'],"['AI is robotic and unfeeling; it does NOT learn anything from the user. I don\'t understand how this apps helps anyone at all. This app is like reading Depression for Dummies, and that\'s the only people it will help, dummies. I don\'t know about others but I have diagnosed depression, anxiety and PTSD and know for a fact that none of this is going to help. when i made a complaint cause the the ""AI"" never changes and sounds so robotic, they said they are working on that. useless.']"
['Dina Oktaviani'],"['July 21, 2019']",['Rated 3 stars out of five stars'],"[""one note: Hermione is not Harry Potter's assistant. A nice app, but this factual error keep bugging me. Please fix this.""]"
['Holy_SavageAngel Simmortal777'],"['July 30, 2019']",['Rated 5 stars out of five stars'],['This app is amazing with the personality test. covers every field from love to family. turns out everything in it was right.']
['Zahrin Affendy'],"['July 23, 2019']",['Rated 5 stars out of five stars'],"[""Less ads. Yet to see the outcome what is to come. But it's till now presently, is a best friend for my loneliness...""]"
['Shreya Gomes'],"['August 7, 2019']",['Rated 5 stars out of five stars'],['Really amazing app ❤️ it helps me a lot to calm down and get rid of tension and frustration 🌸 helps me to stay positive 😄 A big thanks to the maker of this app 💝 Thank you so much 😍']
['Caroline Francklyn'],"['August 17, 2019']",['Rated 5 stars out of five stars'],"['I like this app so far, it asks very perceptive questions.....and I like the colors!']"
['llama writer'],"['July 9, 2019']",['Rated 5 stars out of five stars'],"[""So far so good. I've been looking for a more creative way to express than just pen and paper.""]"
['Slayin Girl'],"['August 9, 2019']",['Rated 4 stars out of five stars'],"[""I am Loving This App so Far. Its Day 1 And I'm already In love with it! I hope It's Just free till the end.""]"
['Viktoria Todorova'],"['August 25, 2019']",['Rated 5 stars out of five stars'],['I love the app. I use it daily and it helped me a lot. I strongly recommend it']
['Nancy Valle'],"['August 24, 2019']",['Rated 5 stars out of five stars'],['I really enjoy it. If you want improve your mental and emotional health I recommend this. 👍']
['Victoria Georgieva'],"['September 2, 2019']",['Rated 1 stars out of five stars'],"['Horrible app, you wait a looot of time for chatbot type responds']"
['Dhawal Mehta'],"['August 14, 2019']",['Rated 1 stars out of five stars'],"[""New update doesn't look good!! Please bring back the old one!""]"
['Eric Black'],"['August 18, 2019']",['Rated 5 stars out of five stars'],['Great tool for learning to see things differently!']
['Ieva Vardanyan'],"['June 29, 2019']",['Rated 5 stars out of five stars'],['weird but I enjoy this app when I feel down. really helped me to control my emotions once awhile']
['Jediael Oliveira'],"['August 9, 2019']",['Rated 5 stars out of five stars'],['Love this app it helps me with my anxiety and makes me think hard about my emotions.']
['TEDDY ! !'],"['August 2, 2019']",['Rated 5 stars out of five stars'],"['Helps you to monitor your emotional health and how to improve it. Quite tremendous app , no doubt about dah.']"
['ShadowGamer 765'],"['August 29, 2019']",['Rated 5 stars out of five stars'],['This app helps me with a lot of problems that keeps me down']
['Karl Babst'],"['August 31, 2019']",['Rated 5 stars out of five stars'],['Youper has helped me greatly in identifying bad thought patterns and it has helped me to become an emotionally stronger person. I definitely recommend this to anyone battling with depression or anxiety.']
['Gabby Smith'],"['August 21, 2019']",['Rated 5 stars out of five stars'],['So helpful. Great way to track and make sense of my mood']
['Josie White'],"['June 22, 2019']",['Rated 5 stars out of five stars'],"['Great so far, costs to use more in depth scoring']"
['Sinet Lubbe'],"['July 16, 2019']",['Rated 5 stars out of five stars'],"[""I love the idea that I can be myself and work on myself with help. I often find myself alone in this world and with this app I don't feel that I have to go through everything alone.""]"
['Rachel Losure'],"['July 15, 2019']",['Rated 5 stars out of five stars'],['i love this app so far. its like someone is actually there that cares and is willing to guide you.']
['Michael Anděl'],"['September 13, 2019']",['Rated 5 stars out of five stars'],['Hell yes 11/10 would download again.. So i did and now it is even better then before.. You guys sure had an amazing idea']
['Stephanie Compton'],"['June 27, 2019']",['Rated 5 stars out of five stars'],"[""I like the feedback and insight I receive into my emotions and triggers and the lessons I've learned on how to manage them""]"
['Jesica Parker'],"['August 10, 2019']",['Rated 3 stars out of five stars'],['I enjoy this app but I do not like the new update because it removed many factors that I frequently used']
['Paulll C'],"['August 15, 2019']",['Rated 5 stars out of five stars'],['Interesting app! Very helpful! Thank you!']
['Kata Mészár'],"['August 22, 2019']",['Rated 5 stars out of five stars'],['Absolutely amazing to help you dealing with anxiety!']
['Sarah Park'],"['July 28, 2019']",['Rated 5 stars out of five stars'],['This app is amazing. it helps me alot to discover myself and be me and trust myself. Thank you so much 🙏']
['Denja Norman'],"['August 22, 2019']",['Rated 5 stars out of five stars'],['Great app. Very interactive and personal.']
['Nabeela Arsheya'],"['June 28, 2019']",['Rated 5 stars out of five stars'],"['An Amazing app.Just Wonderful , and life changing.Thank you so much...!!']"
['Federico Rosa'],"['June 30, 2019']",['Rated 5 stars out of five stars'],['Very good for relaxing and keeping mentally fit.']
['Rene Wehrheim'],"['July 9, 2019']",['Rated 5 stars out of five stars'],['this app is really user friendly and helpful more than I could have ever dreamed. If I could give this app higher than a 5 believe me I sure would do so']
['cee jay'],"['August 31, 2019']",['Rated 5 stars out of five stars'],['I was really stressed out the other day and just focusing on myself and my feelings helped l. Great app']
['Kayleigh Lock'],"['September 15, 2019']",['Rated 5 stars out of five stars'],['Amazing app. Very useful. Love love love']
['Tanya Martinez'],"['July 4, 2019']",['Rated 5 stars out of five stars'],['Great app. Helps you get organized.']
['Tosha Followell'],"['September 9, 2019']",['Rated 5 stars out of five stars'],"['Just getting started with it, suggested by a friend. Seems like it can be a very useful tool.']"
['makena jane'],"['September 9, 2019']",['Rated 5 stars out of five stars'],['Really helpful and easy to use']
['Lacey Cains'],"['September 10, 2019']",['Rated 5 stars out of five stars'],['This app is actually very helpful. I would recommend anyone at least tries it.']
['yuh_jvsh'],"['July 16, 2019']",['Rated 5 stars out of five stars'],"[""this makes me instantly happy, my counsellors recommended this so I tried it, and I'm happy!1!""]"
['Ashley Schuett'],"['August 2, 2019']",['Rated 5 stars out of five stars'],"['great app! love it and its whole idea, highly reccomend!']"
['Shai Zayden'],"['August 18, 2019']",['Rated 5 stars out of five stars'],['Honestly best app I have used in a while to help with my anxiety!']
['Айдана Жумабекова'],"['September 4, 2019']",['Rated 5 stars out of five stars'],"['Helps a lot to stay focused, balanced and happy']"
['Syamal Datta'],"['June 28, 2019']",['Rated 5 stars out of five stars'],"[""it's really good and helps to calm your mind even when your the angriest.""]"
['Worldwide Gorgeous'],"['August 5, 2019']",['Rated 5 stars out of five stars'],['I used to have anxiety and depression but this app cured me from the thoughts that im not good enough. Thank you!']
['Michael Vincent'],"['August 13, 2019']",['Rated 5 stars out of five stars'],['Just started but happy with the natural conversation the software presents.']
['avril shields'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"['Great app, with developers that listen to feedback']"
['Grace Griffes'],"['June 23, 2019']",['Rated 5 stars out of five stars'],"[""this is a really great app, I've only used it for two days so far and it's really helped me keep track of my feelings""]"
['jokocrazy'],"['July 22, 2019']",['Rated 5 stars out of five stars'],['this app has a lot of great features to improve you mindset and emotional state']
['Myrto Papazoglou'],"['August 1, 2019']",['Rated 5 stars out of five stars'],"[""I've been using this app for just a couple of days and it's amazing how it can help you! I t is just great and I would recommend it for everyone!""]"
['Ms. Shelly'],"['August 29, 2019']",['Rated 5 stars out of five stars'],"[""I've only had this app for 1 day and it has helped me calm down all three times i got on it.""]"
['Seng Ju'],"['August 9, 2019']",['Rated 5 stars out of five stars'],['pretty good no ads and it for free now that a bargain']
['AJ Huelar'],"['August 16, 2019']",['Rated 5 stars out of five stars'],['perfect app!!! it has it all. no need to look for others.']
['The Bloxy Gamer'],"['August 19, 2019']",['Rated 5 stars out of five stars'],['This is a very good app for those struggling with mental health problems']
['Gold Fish'],"['July 30, 2019']",['Rated 5 stars out of five stars'],"[""Day 1 of using this app and I've gone from a destructive rage to a peaceful calm. I hope in the days to come it is just as useful.""]"
['BTS Tae Tae'],"['July 23, 2019']",['Rated 5 stars out of five stars'],"['this is a best app for people suffering sadness, depression and etc, it really helps me i hope it helps you! good luck!!']"
['Sierra Davies'],"['August 5, 2019']",['Rated 5 stars out of five stars'],['i love this app its a great way to express yourself without doing it in front of people']
['Michelle Alvarez'],"['August 14, 2019']",['Rated 5 stars out of five stars'],['its a great app. i think it provides a lot of insight.']
['Retro Absorbed Gamer'],"['August 14, 2019']",['Rated 4 stars out of five stars'],['I downloaded this app with an open mind.. so far ive felt like i have something to help calm down my anxiety (when i can think clear) I also deleted my social medias to focus on my self.']
['joanna luv4 melanin'],"['August 17, 2019']",['Rated 4 stars out of five stars'],['its great! just wish i could have a longer chat!😁']
['Michael dave Ranan'],"['August 21, 2019']",['Rated 5 stars out of five stars'],['This app is great! It helps me with my anxiety']
['McKenna Johnson'],"['September 1, 2019']",['Rated 5 stars out of five stars'],['Fantastic experience! This was exactly what i needed! :)']
['Amy Snedeker'],"['July 7, 2019']",['Rated 5 stars out of five stars'],"['very usur friendly, great way to keep users detail oriented with their mental well being. Thank you for creating this app.']"
['Shakira D'],"['August 12, 2019']",['Rated 5 stars out of five stars'],['This is an absolutely amazing app for persons with anxiety']
['Hepy'],"['June 28, 2019']",['Rated 5 stars out of five stars'],['Youper i find is amazing. i found myself trusting it just from the beggining. it makes me feel comfortable to share.']
['Morgan Jaymes'],"['June 20, 2019']",['Rated 5 stars out of five stars'],"['This is my favorite AI assistant on google play in comparison to the others ive tried. I love so much about the app but I only have so many characters to type here. My suggestions would be to have a new habit tracker option and have Youper check in, with a page to review habit progression. :) I love accountability apps. This would be the icing on the cake for me. Great work! Especially with the emotional support. I feel seen and I feel im given great resources to maintain self awareness.']"
['Almaas Fernandez'],"['July 2, 2019']",['Rated 5 stars out of five stars'],['The most amazing app. Has helped me alot in the oast few days that i have used it']
['Kayla Papiez'],"['July 11, 2019']",['Rated 5 stars out of five stars'],"[""it's easy to use and it makes me feel calm when I use it""]"
['Moniki Geldenhuys'],"['July 30, 2019']",['Rated 5 stars out of five stars'],"['very intuitive, easy to use and fun!']"
['tinyyqt'],"['August 12, 2019']",['Rated 5 stars out of five stars'],"[""Youper is a really good app, i've been using this app for a week now, i've become more emotionally stable, keep up the good work!""]"
['sunni israel'],"['September 10, 2019']",['Rated 5 stars out of five stars'],['I just downloaded this app and i am already loving it. I would definitley recommend to others.']
['timmy turner'],"['July 22, 2019']",['Rated 5 stars out of five stars'],"[""it is wonderful and it's correct thank you for the best app I have seen yet and I love how it helps""]"
['Camile Gracioli'],"['July 16, 2019']",['Rated 5 stars out of five stars'],"[""It's the best emotional app, it's just perfect!""]"
['A Google user'],"['September 5, 2019']",['Rated 5 stars out of five stars'],['It is awesome. Really makes you think and helps me to understand why I am feeling the way I am Fresh insights to myself!']
['Hillary Schmidt'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"[""Perfect tool for all types of mental health!! It Tracks your moods, thoughts, and behaviors which help you learn about yourself and evolve to a better you! It elicits your thoughts and feelings through a conversation approach (not really a person you're talking to) and then records your thoughts for you to reflect on. Amazing tool!!""]"
['A Google user'],"['July 28, 2019']",['Rated 5 stars out of five stars'],"['Get this app. I got this app because betterhelp told me that I should seek a therapist instead of using their app. I cant afford therapy but Youper saved my life. Its so helpful for everything, especially when you feel like you cant talk to anyone else. At first it is a little robotic and corny but once it gets to know you it gets way better. it is genuinely so helpful.']"
['Edith Valle'],"['August 16, 2019']",['Rated 4 stars out of five stars'],"[""Im curious how the Intel works with this app and I have utilized it with intent to make good use of my time, applied effort of the matter at hand and found that it works if you work it. If you don't mind if don't matter""]"
['Suzi Clark'],"['June 30, 2019']",['Rated 5 stars out of five stars'],['it is a wonderful tool to use aleeryong side therapy and medication.']
['Stevie NBD'],"['August 23, 2019']",['Rated 5 stars out of five stars'],['Downloaded it as a joke. Turns out it works and helps a little bit for now.']
['Natalia Martian'],"['June 20, 2019']",['Rated 4 stars out of five stars'],"['The loops turned out quite repetitive, I\'ve kind of stuck to logging my mood for a while now. But for me it does the trick, because I need something to guide me towards being more in touch with my feelings. I don\'t feel like it could go deeper, ie deal with depression and anxiety, but I think AI is not ready for such a complex and fine tuned task. Though there are certain ""standard approaches"" for them, applying them to singular cases will differ from person to person and life conditions & so on']"
['Ally Gene'],"['August 29, 2019']",['Rated 5 stars out of five stars'],"[""😍😍😍 just try it out even if you feel too emotionally exhausted to push the download button, do it, it's worth it""]"
"[""Hi_i'm_emily""]","['September 4, 2019']",['Rated 5 stars out of five stars'],"[""This app has helped me a lot lately and I've been feeling more sure about things""]"
['supercalifragilisticexpialidocious'],"['August 6, 2019']",['Rated 4 stars out of five stars'],"['Installed it yesterday, for now it seems like a very cool app for keeping track of your mental health']"
['Megan Reid'],"['August 30, 2019']",['Rated 5 stars out of five stars'],['Offers very good methods to calm down.']
['JP Adkins'],"['June 26, 2019']",['Rated 5 stars out of five stars'],['This helps keep the voices away']
['Freddy Fazbear'],"['August 7, 2019']",['Rated 5 stars out of five stars'],"['so amazing love it, helps with my social anxiety!!!']"
"[""i am hiba i'm cool""]","['September 15, 2019']",['Rated 5 stars out of five stars'],['Very good app. It really helps me']
['Alireza Ghorbani'],"['July 26, 2019']",['Rated 5 stars out of five stars'],"['You are doing a great job here , trying it for 2 times it actually made me feel better , although it could be so much better but it is really useful even right now']"
['Joseph Arcila'],"['August 30, 2019']",['Rated 5 stars out of five stars'],['Wonderful app to get to know more your emotions and the causes']
['A Google user'],"['June 23, 2019']",['Rated 5 stars out of five stars'],"[""This app is amazing ! I would highly recommend it to anyone for Anxiety. Its helped get me through most of the hardest times. (The breathing excersises in particular) To the point where when I'm suffering from a panic / anxiety attack , I'll open this app and straight away choose to practise mindfulness. Within 5 /10 /20 mins I will be calm enough to fall asleep !!! (90% of the time) 10/10 thank you to Youper (not sponsored for this either!) I've told everyone I know about it.""]"
['Emma Brereton'],"['June 21, 2019']",['Rated 4 stars out of five stars'],"[""Easy mood tracking, simple to use and the latest update gives quicker access to meditation function if you don't want to track your mood/talk about how your feeling. Meditations themselves could do with more variety. I love the body scan, it's great for total relaxation but all the breathing techniques are too similar with the same phrases being repeated in each one and even repeated within the individual exercises, its off-putting to me personally! Would recommend app, I use it almost daily.""]"
['Yujuchi GF'],"['July 23, 2019']",['Rated 5 stars out of five stars'],"[""Just at first use, I know it's a great app. Good thing I installed this. it actually helps! 💓""]"
['K-9 Wolf'],"['July 21, 2019']",['Rated 5 stars out of five stars'],['this app really helped me get through a tough time. I thought apps like this dont work but this one did']
['Hannah Toves'],"['July 2, 2019']",['Rated 5 stars out of five stars'],"[""I've only had this app for a few hours, and I already feel great. I downloaded Youper because I needed help with my emotions and my goals, and it's helped me go from pretty angry to calm and optimistic. I'm confident that Youper will help me become a better version of myself.""]"
['Claudia Asencio'],"['September 3, 2019']",['Rated 5 stars out of five stars'],"[""amazing. first day and I feel more relaxed than I've ever felt.""]"
['Asad Ayub'],"['July 20, 2019']",['Rated 5 stars out of five stars'],['Fantastic app. A karma working with your energy to maintain the overall day. Must try']
['Asha G'],"['July 30, 2019']",['Rated 5 stars out of five stars'],['this could also be a heal to every depressed and repaired people around. Best app forever.']
['Fran Lafferty'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"['Helpful emotion tracker, showing contributing factors and resulting patterns']"
['CinnamonBaked'],"['September 13, 2019']",['Rated 5 stars out of five stars'],['So far I am loving this app! Super helpful']
['Brandy Geary'],"['June 20, 2019']",['Rated 5 stars out of five stars'],"['Super amazing and easy to use! I love how it helps you break down whats going on and helps you work through it all. It guves you the tools to identify your triggers and how to handle them. Seriously a wonderful app, it feels like talking to a friends']"
['Brooke Taylor'],"['July 2, 2019']",['Rated 5 stars out of five stars'],['This is a great app. So easy to use. I love it!!!']
['Joe Schwenn'],"['June 28, 2019']",['Rated 5 stars out of five stars'],['Excellent for mental health. Highly recommend it!']
['The Hacker#girl'],"['July 13, 2019']",['Rated 5 stars out of five stars'],"[""I'M REALLY GRATEFUL FOR I FOUND THIS APP. IT IS A LOT OF HELP. A LOT. THANKYOU SO SO MUCH FOT CREATING IT AND FOR FREE!! HOPE IT REACHES TO AS MANY PEOPLE AS POSSIBLE BEACAUSE IT REALLY NEEDS TO. THANKYOU FOR PROVIDING YOUR TIME TO MAKE AN APP SO RELIABLE AND HELPFUL TO SERVE PEOPLE. GOD BLESS🤗♥️💝 .""]"
['Beauty And The Nerd'],"['July 25, 2019']",['Rated 5 stars out of five stars'],"['definitely helps, worth the 10$ a month. much cheaper then going to a therapist (im assuming) and overall helps soothe my mental illness.']"
['A Questionable Source'],"['July 29, 2019']",['Rated 2 stars out of five stars'],['only used for a short while but this has been amazing so far. (edit) I would have recommended it if they didnt decide to profit of these illnesses. being scummy is bound to ruin your reviews.']
